V_b_r;xKOD;xROK;KOD;ROK;POHL;VEKKAT;KRAJ;HOSP
;;X;A908;2008;2;45-54;42;111
;;X;A908;2008;2;45-54;51;43
;;X;A908;2008;2;45-54;52;51
;;X;A908;2008;2;45-54;53;52
;;X;A908;2008;2;45-54;63;39
;;X;A908;2008;2;45-54;64;101
;;X;A908;2008;2;45-54;71;67
;;X;A908;2008;2;45-54;72;64
;;X;A908;2008;2;45-54;80;154
;;X;A908;2008;2;55-64;10;309
;;X;A908;2008;2;55-64;20;302
;;X;A908;2008;2;55-64;31;148
;;X;A908;2008;2;55-64;32;146
;;X;A908;2008;2;55-64;41;80
;;X;A908;2008;2;55-64;42;361
;;X;A908;2008;2;55-64;51;137
;;X;A908;2008;2;55-64;52;144
;;X;A908;2008;2;55-64;53;112
;;X;A908;2008;2;55-64;63;107
;;X;A908;2008;2;55-64;64;258
;;X;A908;2008;2;55-64;71;142
;;X;A908;2008;2;55-64;72;153
;;X;A908;2008;2;55-64;80;437
;;X;A908;2008;2;65-74;10;400
;;X;A908;2008;2;65-74;20;542
;;X;A908;2008;2;65-74;31;279
;;X;A908;2008;2;65-74;32;257
;;X;A908;2008;2;65-74;41;113
;;X;A908;2008;2;65-74;42;514
;;X;A908;2008;2;65-74;51;232
;;X;A908;2008;2;65-74;52;208
;;X;A908;2008;2;65-74;53;205
;;X;A908;2008;2;65-74;63;241
;;X;A908;2008;2;65-74;64;572
;;X;A908;2008;2;65-74;71;289
;;X;A908;2008;2;65-74;72;299
;;X;A908;2008;2;65-74;80;752
;;X;A908;2008;2;75+;10;1583
;;X;A908;2008;2;75+;20;1585
;;X;A908;2008;2;75+;31;665
;;X;A908;2008;2;75+;32;723
;;X;A908;2008;2;75+;41;258
;;X;A908;2008;2;75+;42;1178
;;X;A908;2008;2;75+;51;564
;;X;A908;2008;2;75+;52;722
;;X;A908;2008;2;75+;53;564
;;X;A908;2008;2;75+;63;710
;;X;A908;2008;2;75+;64;1773
;;X;A908;2008;2;75+;71;874
;;X;A908;2008;2;75+;72;902
;;X;A908;2008;2;75+;80;1771
;;X;A908;2009;1;15-34;10;35
;;X;A908;2009;1;15-34;20;39
;;X;A908;2009;1;15-34;31;8
;;X;A908;2009;1;15-34;32;14
;;X;A908;2009;1;15-34;41;11
;;X;A908;2009;1;15-34;42;20
;;X;A908;2009;1;15-34;51;14
;;X;A908;2009;1;15-34;52;19
;;X;A908;2009;1;15-34;53;12
;;X;A908;2009;1;15-34;63;15
;;X;A908;2009;1;15-34;64;29
;;X;A908;2009;1;15-34;71;20
;;X;A908;2009;1;15-34;72;6
;;X;A908;2009;1;15-34;80;26
;;X;A908;2009;1;35-44;10;54
;;X;A908;2009;1;35-44;20;51
;;X;A908;2009;1;35-44;31;28
;;X;A908;2009;1;35-44;32;20
;;X;A908;2009;1;35-44;41;18
;;X;A908;2009;1;35-44;42;39
;;X;A908;2009;1;35-44;51;28
;;X;A908;2009;1;35-44;52;21
;;X;A908;2009;1;35-44;53;18
;;X;A908;2009;1;35-44;63;18
;;X;A908;2009;1;35-44;64;45
;;X;A908;2009;1;35-44;71;37
;;X;A908;2009;1;35-44;72;36
;;X;A908;2009;1;35-44;80;73
;;X;A908;2009;1;45-54;10;149
;;X;A908;2009;1;45-54;20;207
;;X;A908;2009;1;45-54;31;141
;;X;A908;2009;1;45-54;32;85
;;X;A908;2009;1;45-54;41;61
;;X;A908;2009;1;45-54;42;196
;;X;A908;2009;1;45-54;51;114
;;X;A908;2009;1;45-54;52;84
;;X;A908;2009;1;45-54;53;78
;;X;A908;2009;1;45-54;63;91
;;X;A908;2009;1;45-54;64;201
;;X;A908;2009;1;45-54;71;130
;;X;A908;2009;1;45-54;72;95
;;X;A908;2009;1;45-54;80;291
;;X;A908;2009;1;55-64;10;439
;;X;A908;2009;1;55-64;20;712
;;X;A908;2009;1;55-64;31;285
;;X;A908;2009;1;55-64;32;285
;;X;A908;2009;1;55-64;41;175
;;X;A908;2009;1;55-64;42;663
;;X;A908;2009;1;55-64;51;309
;;X;A908;2009;1;55-64;52;252
;;X;A908;2009;1;55-64;53;250
;;X;A908;2009;1;55-64;63;248
;;X;A908;2009;1;55-64;64;597
;;X;A908;2009;1;55-64;71;349
;;X;A908;2009;1;55-64;72;300
;;X;A908;2009;1;55-64;80;820
;;X;A908;2009;1;65-74;10;528
;;X;A908;2009;1;65-74;20;752
;;X;A908;2009;1;65-74;31;350
;;X;A908;2009;1;65-74;32;354
;;X;A908;2009;1;65-74;41;242
;;X;A908;2009;1;65-74;42;633
;;X;A908;2009;1;65-74;51;316
;;X;A908;2009;1;65-74;52;322
;;X;A908;2009;1;65-74;53;298
;;X;A908;2009;1;65-74;63;294
;;X;A908;2009;1;65-74;64;742
;;X;A908;2009;1;65-74;71;374
;;X;A908;2009;1;65-74;72;418
;;X;A908;2009;1;65-74;80;991
;;X;A908;2009;1;75+;10;907
;;X;A908;2009;1;75+;20;960
;;X;A908;2009;1;75+;31;461
;;X;A908;2009;1;75+;32;447
;;X;A908;2009;1;75+;41;194
;;X;A908;2009;1;75+;42;649
;;X;A908;2009;1;75+;51;360
;;X;A908;2009;1;75+;52;477
;;X;A908;2009;1;75+;53;383
;;X;A908;2009;1;75+;63;436
;;X;A908;2009;1;75+;64;927
;;X;A908;2009;1;75+;71;483
;;X;A908;2009;1;75+;72;503
;;X;A908;2009;1;75+;80;902
;;X;A908;2009;2;15-34;10;35
;;X;A908;2009;2;15-34;20;44
;;X;A908;2009;2;15-34;31;16
;;X;A908;2009;2;15-34;32;14
;;X;A908;2009;2;15-34;41;6
;;X;A908;2009;2;15-34;42;35
;;X;A908;2009;2;15-34;51;19
;;X;A908;2009;2;15-34;52;7
;;X;A908;2009;2;15-34;53;11
;;X;A908;2009;2;15-34;63;12
;;X;A908;2009;2;15-34;64;32
;;X;A908;2009;2;15-34;71;13
;;X;A908;2009;2;15-34;72;15
;;X;A908;2009;2;15-34;80;24
;;X;A908;2009;2;35-44;10;33
;;X;A908;2009;2;35-44;20;53
;;X;A908;2009;2;35-44;31;39
;;X;A908;2009;2;35-44;32;26
;;X;A908;2009;2;35-44;41;14
;;X;A908;2009;2;35-44;42;65
;;X;A908;2009;2;35-44;51;23
;;X;A908;2009;2;35-44;52;28
;;X;A908;2009;2;35-44;53;19
;;X;A908;2009;2;35-44;63;17
;;X;A908;2009;2;35-44;64;28
;;X;A908;2009;2;35-44;71;17
;;X;A908;2009;2;35-44;72;12
;;X;A908;2009;2;35-44;80;60
;;X;A908;2009;2;45-54;10;103
;;X;A908;2009;2;45-54;20;98
;;X;A908;2009;2;45-54;31;58
;;X;A908;2009;2;45-54;32;58
;;X;A908;2009;2;45-54;41;37
;;X;A908;2009;2;45-54;42;113
;;X;A908;2009;2;45-54;51;59
;;X;A908;2009;2;45-54;52;30
;;X;A908;2009;2;45-54;53;48
;;X;A908;2009;2;45-54;63;54
;;X;A908;2009;2;45-54;64;98
;;X;A908;2009;2;45-54;71;54
;;X;A908;2009;2;45-54;72;52
;;X;A908;2009;2;45-54;80;116
;;X;A908;2009;2;55-64;10;265
;;X;A908;2009;2;55-64;20;362
;;X;A908;2009;2;55-64;31;131
;;X;A908;2009;2;55-64;32;157
;;X;A908;2009;2;55-64;41;90
;;X;A908;2009;2;55-64;42;313
;;X;A908;2009;2;55-64;51;139
;;X;A908;2009;2;55-64;52;112
;;X;A908;2009;2;55-64;53;106
;;X;A908;2009;2;55-64;63;98
;;X;A908;2009;2;55-64;64;269
;;X;A908;2009;2;55-64;71;140
;;X;A908;2009;2;55-64;72;139
;;X;A908;2009;2;55-64;80;428
;;X;A908;2009;2;65-74;10;463
;;X;A908;2009;2;65-74;20;639
;;X;A908;2009;2;65-74;31;271
;;X;A908;2009;2;65-74;32;219
;;X;A908;2009;2;65-74;41;159
;;X;A908;2009;2;65-74;42;528
;;X;A908;2009;2;65-74;51;254
;;X;A908;2009;2;65-74;52;243
;;X;A908;2009;2;65-74;53;227
;;X;A908;2009;2;65-74;63;228
;;X;A908;2009;2;65-74;64;561
;;X;A908;2009;2;65-74;71;287
;;X;A908;2009;2;65-74;72;337
;;X;A908;2009;2;65-74;80;756
;;X;A908;2009;2;75+;10;1464
;;X;A908;2009;2;75+;20;1646
;;X;A908;2009;2;75+;31;686
;;X;A908;2009;2;75+;32;723
;;X;A908;2009;2;75+;41;308
;;X;A908;2009;2;75+;42;1068
;;X;A908;2009;2;75+;51;639
;;X;A908;2009;2;75+;52;867
;;X;A908;2009;2;75+;53;586
;;X;A908;2009;2;75+;63;659
;;X;A908;2009;2;75+;64;1844
;;X;A908;2009;2;75+;71;850
;;X;A908;2009;2;75+;72;970
;;X;A908;2009;2;75+;80;1792
;;X;A908;2010;1;15-34;10;15
;;X;A908;2010;1;15-34;20;38
;;X;A908;2010;1;15-34;31;17
;;X;A908;2010;1;15-34;32;10
;;X;A908;2010;1;15-34;41;5
;;X;A908;2010;1;15-34;42;21
;;X;A908;2010;1;15-34;51;20
;;X;A908;2010;1;15-34;52;15
;;X;A908;2010;1;15-34;53;5
;;X;A908;2010;1;15-34;63;11
;;X;A908;2010;1;15-34;64;23
;;X;A908;2010;1;15-34;71;21
;;X;A908;2010;1;15-34;72;28
;;X;A908;2010;1;15-34;80;31
;;X;A908;2010;1;35-44;10;57
;;X;A908;2010;1;35-44;20;74
;;X;A908;2010;1;35-44;31;46
;;X;A908;2010;1;35-44;32;31
;;X;A908;2010;1;35-44;41;5
;;X;A908;2010;1;35-44;42;47
;;X;A908;2010;1;35-44;51;30
;;X;A908;2010;1;35-44;52;27
;;X;A908;2010;1;35-44;53;27
;;X;A908;2010;1;35-44;63;21
;;X;A908;2010;1;35-44;64;47
;;X;A908;2010;1;35-44;71;57
;;X;A908;2010;1;35-44;72;33
;;X;A908;2010;1;35-44;80;91
;;X;A908;2010;1;45-54;10;124
;;X;A908;2010;1;45-54;20;251
;;X;A908;2010;1;45-54;31;115
;;X;A908;2010;1;45-54;32;61
;;X;A908;2010;1;45-54;41;69
;;X;A908;2010;1;45-54;42;209
;;X;A908;2010;1;45-54;51;117
;;X;A908;2010;1;45-54;52;89
;;X;A908;2010;1;45-54;53;82
;;X;A908;2010;1;45-54;63;66
;;X;A908;2010;1;45-54;64;176
;;X;A908;2010;1;45-54;71;110
;;X;A908;2010;1;45-54;72;105
;;X;A908;2010;1;45-54;80;276
;;X;A908;2010;1;55-64;10;469
;;X;A908;2010;1;55-64;20;593
;;X;A908;2010;1;55-64;31;298
;;X;A908;2010;1;55-64;32;256
;;X;A908;2010;1;55-64;41;202
;;X;A908;2010;1;55-64;42;632
;;X;A908;2010;1;55-64;51;342
;;X;A908;2010;1;55-64;52;248
;;X;A908;2010;1;55-64;53;216
;;X;A908;2010;1;55-64;63;202
;;X;A908;2010;1;55-64;64;537
;;X;A908;2010;1;55-64;71;309
;;X;A908;2010;1;55-64;72;331
;;X;A908;2010;1;55-64;80;790
;;X;A908;2010;1;65-74;10;546
;;X;A908;2010;1;65-74;20;744
;;X;A908;2010;1;65-74;31;393
;;X;A908;2010;1;65-74;32;348
;;X;A908;2010;1;65-74;41;184
;;X;A908;2010;1;65-74;42;693
;;X;A908;2010;1;65-74;51;365
;;X;A908;2010;1;65-74;52;295
;;X;A908;2010;1;65-74;53;291
;;X;A908;2010;1;65-74;63;284
;;X;A908;2010;1;65-74;64;824
;;X;A908;2010;1;65-74;71;402
;;X;A908;2010;1;65-74;72;457
;;X;A908;2010;1;65-74;80;1029
;;X;A908;2010;1;75+;10;737
;;X;A908;2010;1;75+;20;956
;;X;A908;2010;1;75+;31;482
;;X;A908;2010;1;75+;32;429
;;X;A908;2010;1;75+;41;233
;;X;A908;2010;1;75+;42;572
;;X;A908;2010;1;75+;51;380
;;X;A908;2010;1;75+;52;498
;;X;A908;2010;1;75+;53;378
;;X;A908;2010;1;75+;63;429
;;X;A908;2010;1;75+;64;936
;;X;A908;2010;1;75+;71;511
;;X;A908;2010;1;75+;72;510
;;X;A908;2010;1;75+;80;835
;;X;A908;2010;2;15-34;10;31
;;X;A908;2010;2;15-34;20;37
;;X;A908;2010;2;15-34;31;16
;;X;A908;2010;2;15-34;32;11
;;X;A908;2010;2;15-34;41;10
;;X;A908;2010;2;15-34;42;35
;;X;A908;2010;2;15-34;51;16
;;X;A908;2010;2;15-34;52;19
;;X;A908;2010;2;15-34;53;8
;;X;A908;2010;2;15-34;63;19
;;X;A908;2010;2;15-34;64;19
;;X;A908;2010;2;15-34;71;22
;;X;A908;2010;2;15-34;72;11
;;X;A908;2010;2;15-34;80;36
;;X;A908;2010;2;35-44;10;39
;;X;A908;2010;2;35-44;20;49
;;X;A908;2010;2;35-44;31;31
;;X;A908;2010;2;35-44;32;18
;;X;A908;2010;2;35-44;41;24
;;X;A908;2010;2;35-44;42;46
;;X;A908;2010;2;35-44;51;27
;;X;A908;2010;2;35-44;52;24
;;X;A908;2010;2;35-44;53;22
;;X;A908;2010;2;35-44;63;22
;;X;A908;2010;2;35-44;64;44
;;X;A908;2010;2;35-44;71;18
;;X;A908;2010;2;35-44;72;27
;;X;A908;2010;2;35-44;80;73
;;X;A908;2010;2;45-54;10;100
;;X;A908;2010;2;45-54;20;111
;;X;A908;2010;2;45-54;31;68
;;X;A908;2010;2;45-54;32;43
;;X;A908;2010;2;45-54;41;43
;;X;A908;2010;2;45-54;42;152
;;X;A908;2010;2;45-54;51;42
;;X;A908;2010;2;45-54;52;37
;;X;A908;2010;2;45-54;53;51
;;X;A908;2010;2;45-54;63;35
;;X;A908;2010;2;45-54;64;83
;;X;A908;2010;2;45-54;71;69
;;X;A908;2010;2;45-54;72;55
;;X;A908;2010;2;45-54;80;127
;;X;A908;2010;2;55-64;10;253
;;X;A908;2010;2;55-64;20;294
;;X;A908;2010;2;55-64;31;158
;;X;A908;2010;2;55-64;32;149
;;X;A908;2010;2;55-64;41;73
;;X;A908;2010;2;55-64;42;297
;;X;A908;2010;2;55-64;51;148
;;X;A908;2010;2;55-64;52;136
;;X;A908;2010;2;55-64;53;91
;;X;A908;2010;2;55-64;63;94
;;X;A908;2010;2;55-64;64;300
;;X;A908;2010;2;55-64;71;179
;;X;A908;2010;2;55-64;72;170
;;X;A908;2010;2;55-64;80;373
;;X;A908;2010;2;65-74;10;454
;;X;A908;2010;2;65-74;20;590
;;X;A908;2010;2;65-74;31;294
;;X;A908;2010;2;65-74;32;229
;;X;A908;2010;2;65-74;41;151
;;X;A908;2010;2;65-74;42;498
;;X;A908;2010;2;65-74;51;247
;;X;A908;2010;2;65-74;52;242
;;X;A908;2010;2;65-74;53;218
;;X;A908;2010;2;65-74;63;215
;;X;A908;2010;2;65-74;64;553
;;X;A908;2010;2;65-74;71;348
;;X;A908;2010;2;65-74;72;321
;;X;A908;2010;2;65-74;80;760
;;X;A908;2010;2;75+;10;1394
;;X;A908;2010;2;75+;20;1593
;;X;A908;2010;2;75+;31;689
;;X;A908;2010;2;75+;32;675
;;X;A908;2010;2;75+;41;318
;;X;A908;2010;2;75+;42;952
;;X;A908;2010;2;75+;51;689
;;X;A908;2010;2;75+;52;770
;;X;A908;2010;2;75+;53;615
;;X;A908;2010;2;75+;63;610
;;X;A908;2010;2;75+;64;1797
;;X;A908;2010;2;75+;71;865
;;X;A908;2010;2;75+;72;1023
;;X;A908;2010;2;75+;80;1603
;;X;A908;2011;1;15-34;10;28
;;X;A908;2011;1;15-34;20;35
;;X;A908;2011;1;15-34;31;11
;;X;A908;2011;1;15-34;32;14
;;X;A908;2011;1;15-34;41;3
;;X;A908;2011;1;15-34;42;16
;;X;A908;2011;1;15-34;51;10
;;X;A908;2011;1;15-34;52;10
;;X;A908;2011;1;15-34;53;11
;;X;A908;2011;1;15-34;63;3
;;X;A908;2011;1;15-34;64;26
;;X;A908;2011;1;15-34;71;14
;;X;A908;2011;1;15-34;72;18
;;X;A908;2011;1;15-34;80;18
;;X;A908;2011;1;35-44;10;72
;;X;A908;2011;1;35-44;20;81
;;X;A908;2011;1;35-44;31;39
;;X;A908;2011;1;35-44;32;28
;;X;A908;2011;1;35-44;41;21
;;X;A908;2011;1;35-44;42;35
;;X;A908;2011;1;35-44;51;46
;;X;A908;2011;1;35-44;52;36
;;X;A908;2011;1;35-44;53;32
;;X;A908;2011;1;35-44;63;24
;;X;A908;2011;1;35-44;64;63
;;X;A908;2011;1;35-44;71;49
;;X;A908;2011;1;35-44;72;28
;;X;A908;2011;1;35-44;80;70
;;X;A908;2011;1;45-54;10;146
;;X;A908;2011;1;45-54;20;214
;;X;A908;2011;1;45-54;31;124
;;X;A908;2011;1;45-54;32;88
;;X;A908;2011;1;45-54;41;63
;;X;A908;2011;1;45-54;42;160
;;X;A908;2011;1;45-54;51;104
;;X;A908;2011;1;45-54;52;74
;;X;A908;2011;1;45-54;53;88
;;X;A908;2011;1;45-54;63;79
;;X;A908;2011;1;45-54;64;133
;;X;A908;2011;1;45-54;71;94
;;X;A908;2011;1;45-54;72;78
;;X;A908;2011;1;45-54;80;236
;;X;A908;2011;1;55-64;10;455
;;X;A908;2011;1;55-64;20;544
;;X;A908;2011;1;55-64;31;333
;;X;A908;2011;1;55-64;32;285
;;X;A908;2011;1;55-64;41;213
;;X;A908;2011;1;55-64;42;597
;;X;A908;2011;1;55-64;51;339
;;X;A908;2011;1;55-64;52;249
;;X;A908;2011;1;55-64;53;222
;;X;A908;2011;1;55-64;63;212
;;X;A908;2011;1;55-64;64;549
;;X;A908;2011;1;55-64;71;336
;;X;A908;2011;1;55-64;72;263
;;X;A908;2011;1;55-64;80;759
;;X;A908;2011;1;65-74;10;586
;;X;A908;2011;1;65-74;20;712
;;X;A908;2011;1;65-74;31;411
;;X;A908;2011;1;65-74;32;337
;;X;A908;2011;1;65-74;41;222
;;X;A908;2011;1;65-74;42;648
;;X;A908;2011;1;65-74;51;381
;;X;A908;2011;1;65-74;52;377
;;X;A908;2011;1;65-74;53;259
;;X;A908;2011;1;65-74;63;276
;;X;A908;2011;1;65-74;64;789
;;X;A908;2011;1;65-74;71;384
;;X;A908;2011;1;65-74;72;382
;;X;A908;2011;1;65-74;80;1037
;;X;A908;2011;1;75+;10;784
;;X;A908;2011;1;75+;20;831
;;X;A908;2011;1;75+;31;453
;;X;A908;2011;1;75+;32;446
;;X;A908;2011;1;75+;41;206
;;X;A908;2011;1;75+;42;549
;;X;A908;2011;1;75+;51;389
;;X;A908;2011;1;75+;52;468
;;X;A908;2011;1;75+;53;401
;;X;A908;2011;1;75+;63;355
;;X;A908;2011;1;75+;64;987
;;X;A908;2011;1;75+;71;502
;;X;A908;2011;1;75+;72;507
;;X;A908;2011;1;75+;80;903
;;X;A908;2011;2;15-34;10;32
;;X;A908;2011;2;15-34;20;36
;;X;A908;2011;2;15-34;31;14
;;X;A908;2011;2;15-34;32;9
;;X;A908;2011;2;15-34;41;6
;;X;A908;2011;2;15-34;42;24
;;X;A908;2011;2;15-34;51;12
;;X;A908;2011;2;15-34;52;29
;;X;A908;2011;2;15-34;53;22
;;X;A908;2011;2;15-34;63;10
;;X;A908;2011;2;15-34;64;21
;;X;A908;2011;2;15-34;71;13
;;X;A908;2011;2;15-34;72;12
;;X;A908;2011;2;15-34;80;36
;;X;A908;2011;2;35-44;10;56
;;X;A908;2011;2;35-44;20;52
;;X;A908;2011;2;35-44;31;25
;;X;A908;2011;2;35-44;32;16
;;X;A908;2011;2;35-44;41;21
;;X;A908;2011;2;35-44;42;45
;;X;A908;2011;2;35-44;51;26
;;X;A908;2011;2;35-44;52;20
;;X;A908;2011;2;35-44;53;20
;;X;A908;2011;2;35-44;63;27
;;X;A908;2011;2;35-44;64;36
;;X;A908;2011;2;35-44;71;20
;;X;A908;2011;2;35-44;72;26
;;X;A908;2011;2;35-44;80;53
;;X;A908;2011;2;45-54;10;104
;;X;A908;2011;2;45-54;20;99
;;X;A908;2011;2;45-54;31;42
;;X;A908;2011;2;45-54;32;40
;;X;A908;2011;2;45-54;41;22
;;X;A908;2011;2;45-54;42;94
;;X;A908;2011;2;45-54;51;50
;;X;A908;2011;2;45-54;52;32
;;X;A908;2011;2;45-54;53;41
;;X;A908;2011;2;45-54;63;37
;;X;A908;2011;2;45-54;64;110
;;X;A908;2011;2;45-54;71;57
;;X;A908;2011;2;45-54;72;40
;;X;A908;2011;2;45-54;80;152
;;X;A908;2011;2;55-64;10;245
;;X;A908;2011;2;55-64;20;345
;;X;A908;2011;2;55-64;31;164
;;X;A908;2011;2;55-64;32;149
;;X;A908;2011;2;55-64;41;97
;;X;A908;2011;2;55-64;42;288
;;X;A908;2011;2;55-64;51;142
;;X;A908;2011;2;55-64;52;122
;;X;A908;2011;2;55-64;53;109
;;X;A908;2011;2;55-64;63;86
;;X;A908;2011;2;55-64;64;266
;;X;A908;2011;2;55-64;71;155
;;X;A908;2011;2;55-64;72;146
;;X;A908;2011;2;55-64;80;361
;;X;A908;2011;2;65-74;10;417
;;X;A908;2011;2;65-74;20;547
;;X;A908;2011;2;65-74;31;276
;;X;A908;2011;2;65-74;32;282
;;X;A908;2011;2;65-74;41;142
;;X;A908;2011;2;65-74;42;502
;;X;A908;2011;2;65-74;51;263
;;X;A908;2011;2;65-74;52;226
;;X;A908;2011;2;65-74;53;242
;;X;A908;2011;2;65-74;63;212
;;X;A908;2011;2;65-74;64;536
;;X;A908;2011;2;65-74;71;310
;;X;A908;2011;2;65-74;72;313
;;X;A908;2011;2;65-74;80;683
;;X;A908;2011;2;75+;10;1245
;;X;A908;2011;2;75+;20;1459
;;X;A908;2011;2;75+;31;741
;;X;A908;2011;2;75+;32;712
;;X;A908;2011;2;75+;41;314
;;X;A908;2011;2;75+;42;941
;;X;A908;2011;2;75+;51;679
;;X;A908;2011;2;75+;52;684
;;X;A908;2011;2;75+;53;585
;;X;A908;2011;2;75+;63;631
;;X;A908;2011;2;75+;64;1731
;;X;A908;2011;2;75+;71;890
;;X;A908;2011;2;75+;72;879
;;X;A908;2011;2;75+;80;1722
;;X;A909;2007;1;15-34;10;5
;;X;A909;2007;1;15-34;20;4
;;X;A909;2007;1;15-34;31;3
;;X;A909;2007;1;15-34;32;4
;;X;A909;2007;1;15-34;42;10
;;X;A909;2007;1;15-34;51;1
;;X;A909;2007;1;15-34;52;7
;;X;A909;2007;1;15-34;53;1
;;X;A909;2007;1;15-34;63;1
;;X;A909;2007;1;15-34;64;2
;;X;A909;2007;1;15-34;71;1
;;X;A909;2007;1;15-34;72;5
;;X;A909;2007;1;15-34;80;4
;;X;A909;2007;1;35-44;10;26
;;X;A909;2007;1;35-44;20;24
;;X;A909;2007;1;35-44;31;9
;;X;A909;2007;1;35-44;32;12
;;X;A909;2007;1;35-44;41;14
;;X;A909;2007;1;35-44;42;20
;;X;A909;2007;1;35-44;51;8
;;X;A909;2007;1;35-44;52;6
;;X;A909;2007;1;35-44;53;5
;;X;A909;2007;1;35-44;63;9
;;X;A909;2007;1;35-44;64;11
;;X;A909;2007;1;35-44;71;6
;;X;A909;2007;1;35-44;72;9
;;X;A909;2007;1;35-44;80;34
;;X;A909;2007;1;45-54;10;112
;;X;A909;2007;1;45-54;20;220
;;X;A909;2007;1;45-54;31;99
;;X;A909;2007;1;45-54;32;111
;;X;A909;2007;1;45-54;41;63
;;X;A909;2007;1;45-54;42;201
;;X;A909;2007;1;45-54;51;93
;;X;A909;2007;1;45-54;52;79
;;X;A909;2007;1;45-54;53;75
;;X;A909;2007;1;45-54;63;50
;;X;A909;2007;1;45-54;64;114
;;X;A909;2007;1;45-54;71;113
;;X;A909;2007;1;45-54;72;77
;;X;A909;2007;1;45-54;80;352
;;X;A909;2007;1;55-64;10;519
;;X;A909;2007;1;55-64;20;715
;;X;A909;2007;1;55-64;31;352
;;X;A909;2007;1;55-64;32;336
;;X;A909;2007;1;55-64;41;175
;;X;A909;2007;1;55-64;42;666
;;X;A909;2007;1;55-64;51;277
;;X;A909;2007;1;55-64;52;262
;;X;A909;2007;1;55-64;53;223
;;X;A909;2007;1;55-64;63;219
;;X;A909;2007;1;55-64;64;639
;;X;A909;2007;1;55-64;71;338
;;X;A909;2007;1;55-64;72;313
;;X;A909;2007;1;55-64;80;895
;;X;A909;2007;1;65-74;10;447
;;X;A909;2007;1;65-74;20;631
;;X;A909;2007;1;65-74;31;285
;;X;A909;2007;1;65-74;32;292
;;X;A909;2007;1;65-74;41;153
;;X;A909;2007;1;65-74;42;431
;;X;A909;2007;1;65-74;51;175
;;X;A909;2007;1;65-74;52;225
;;X;A909;2007;1;65-74;53;181
;;X;A909;2007;1;65-74;63;236
;;X;A909;2007;1;65-74;64;524
;;X;A909;2007;1;65-74;71;230
;;X;A909;2007;1;65-74;72;319
;;X;A909;2007;1;65-74;80;790
;;X;A909;2007;1;75+;10;435
;;X;A909;2007;1;75+;20;560
;;X;A909;2007;1;75+;31;217
;;X;A909;2007;1;75+;32;186
;;X;A909;2007;1;75+;41;68
;;X;A909;2007;1;75+;42;253
;;X;A909;2007;1;75+;51;223
;;X;A909;2007;1;75+;52;178
;;X;A909;2007;1;75+;53;133
;;X;A909;2007;1;75+;63;138
;;X;A909;2007;1;75+;64;395
;;X;A909;2007;1;75+;71;208
;;X;A909;2007;1;75+;72;193
;;X;A909;2007;1;75+;80;568
;;X;A909;2007;2;15-34;10;6
;;X;A909;2007;2;15-34;20;4
;;X;A909;2007;2;15-34;31;1
;;X;A909;2007;2;15-34;32;1
;;X;A909;2007;2;15-34;41;1
;;X;A909;2007;2;15-34;52;2
;;X;A909;2007;2;15-34;53;1
;;X;A909;2007;2;15-34;64;2
;;X;A909;2007;2;15-34;71;3
;;X;A909;2007;2;15-34;72;2
;;X;A909;2007;2;15-34;80;2
;;X;A909;2007;2;35-44;10;3
;;X;A909;2007;2;35-44;20;7
;;X;A909;2007;2;35-44;31;3
;;X;A909;2007;2;35-44;32;4
;;X;A909;2007;2;35-44;41;2
;;X;A909;2007;2;35-44;42;14
;;X;A909;2007;2;35-44;51;4
;;X;A909;2007;2;35-44;52;5
;;X;A909;2007;2;35-44;53;1
;;X;A909;2007;2;35-44;63;3
;;X;A909;2007;2;35-44;64;1
;;X;A909;2007;2;35-44;71;2
;;X;A909;2007;2;35-44;72;2
;;X;A909;2007;2;35-44;80;9
;;X;A909;2007;2;45-54;10;51
;;X;A909;2007;2;45-54;20;42
;;X;A909;2007;2;45-54;31;13
;;X;A909;2007;2;45-54;32;26
;;X;A909;2007;2;45-54;41;14
;;X;A909;2007;2;45-54;42;61
;;X;A909;2007;2;45-54;51;25
;;X;A909;2007;2;45-54;52;20
;;X;A909;2007;2;45-54;53;23
;;X;A909;2007;2;45-54;63;33
;;X;A909;2007;2;45-54;64;36
;;X;A909;2007;2;45-54;71;15
;;X;A909;2007;2;45-54;72;13
;;X;A909;2007;2;45-54;80;89
;;X;A909;2007;2;55-64;10;164
;;X;A909;2007;2;55-64;20;188
;;X;A909;2007;2;55-64;31;84
;;X;A909;2007;2;55-64;32;79
;;X;A909;2007;2;55-64;41;37
;;X;A909;2007;2;55-64;42;196
;;X;A909;2007;2;55-64;51;74
;;X;A909;2007;2;55-64;52;61
;;X;A909;2007;2;55-64;53;47
;;X;A909;2007;2;55-64;63;47
;;X;A909;2007;2;55-64;64;99
;;X;A909;2007;2;55-64;71;72
;;X;A909;2007;2;55-64;72;63
;;X;A909;2007;2;55-64;80;302
;;X;A909;2007;2;65-74;10;233
;;X;A909;2007;2;65-74;20;247
;;X;A909;2007;2;65-74;31;124
;;X;A909;2007;2;65-74;32;96
;;X;A909;2007;2;65-74;41;48
;;X;A909;2007;2;65-74;42;209
;;X;A909;2007;2;65-74;51;109
;;X;A909;2007;2;65-74;52;105
;;X;A909;2007;2;65-74;53;75
;;X;A909;2007;2;65-74;63;93
;;X;A909;2007;2;65-74;64;205
