V_b_r;xKOD;xROK;KOD;ROK;POHL;VEKKAT;KRAJ;HOSP
;;X;A101;2011;1;45-54;20;9
;;X;A101;2011;1;45-54;31;8
;;X;A101;2011;1;45-54;32;5
;;X;A101;2011;1;45-54;41;3
;;X;A101;2011;1;45-54;42;4
;;X;A101;2011;1;45-54;51;5
;;X;A101;2011;1;45-54;52;4
;;X;A101;2011;1;45-54;53;2
;;X;A101;2011;1;45-54;63;8
;;X;A101;2011;1;45-54;64;9
;;X;A101;2011;1;45-54;71;1
;;X;A101;2011;1;45-54;72;12
;;X;A101;2011;1;45-54;80;6
;;X;A101;2011;1;55-64;10;7
;;X;A101;2011;1;55-64;20;17
;;X;A101;2011;1;55-64;31;14
;;X;A101;2011;1;55-64;32;10
;;X;A101;2011;1;55-64;41;7
;;X;A101;2011;1;55-64;42;15
;;X;A101;2011;1;55-64;51;9
;;X;A101;2011;1;55-64;52;10
;;X;A101;2011;1;55-64;53;5
;;X;A101;2011;1;55-64;63;17
;;X;A101;2011;1;55-64;64;22
;;X;A101;2011;1;55-64;71;14
;;X;A101;2011;1;55-64;72;23
;;X;A101;2011;1;55-64;80;25
;;X;A101;2011;1;65-74;10;7
;;X;A101;2011;1;65-74;20;23
;;X;A101;2011;1;65-74;31;13
;;X;A101;2011;1;65-74;32;22
;;X;A101;2011;1;65-74;41;9
;;X;A101;2011;1;65-74;42;10
;;X;A101;2011;1;65-74;51;15
;;X;A101;2011;1;65-74;52;11
;;X;A101;2011;1;65-74;53;17
;;X;A101;2011;1;65-74;63;22
;;X;A101;2011;1;65-74;64;32
;;X;A101;2011;1;65-74;71;11
;;X;A101;2011;1;65-74;72;24
;;X;A101;2011;1;65-74;80;37
;;X;A101;2011;1;75+;10;29
;;X;A101;2011;1;75+;20;37
;;X;A101;2011;1;75+;31;15
;;X;A101;2011;1;75+;32;24
;;X;A101;2011;1;75+;41;8
;;X;A101;2011;1;75+;42;9
;;X;A101;2011;1;75+;51;15
;;X;A101;2011;1;75+;52;18
;;X;A101;2011;1;75+;53;27
;;X;A101;2011;1;75+;63;37
;;X;A101;2011;1;75+;64;64
;;X;A101;2011;1;75+;71;13
;;X;A101;2011;1;75+;72;29
;;X;A101;2011;1;75+;80;45
;;X;A101;2011;2;15-34;10;24
;;X;A101;2011;2;15-34;20;51
;;X;A101;2011;2;15-34;31;27
;;X;A101;2011;2;15-34;32;84
;;X;A101;2011;2;15-34;41;29
;;X;A101;2011;2;15-34;42;31
;;X;A101;2011;2;15-34;51;36
;;X;A101;2011;2;15-34;52;37
;;X;A101;2011;2;15-34;53;17
;;X;A101;2011;2;15-34;63;51
;;X;A101;2011;2;15-34;64;57
;;X;A101;2011;2;15-34;71;17
;;X;A101;2011;2;15-34;72;104
;;X;A101;2011;2;15-34;80;64
;;X;A101;2011;2;35-44;10;6
;;X;A101;2011;2;35-44;20;12
;;X;A101;2011;2;35-44;31;11
;;X;A101;2011;2;35-44;32;17
;;X;A101;2011;2;35-44;41;11
;;X;A101;2011;2;35-44;42;8
;;X;A101;2011;2;35-44;51;12
;;X;A101;2011;2;35-44;52;2
;;X;A101;2011;2;35-44;53;8
;;X;A101;2011;2;35-44;63;12
;;X;A101;2011;2;35-44;64;13
;;X;A101;2011;2;35-44;71;4
;;X;A101;2011;2;35-44;72;18
;;X;A101;2011;2;35-44;80;10
;;X;A101;2011;2;45-54;10;10
;;X;A101;2011;2;45-54;20;9
;;X;A101;2011;2;45-54;31;13
;;X;A101;2011;2;45-54;32;14
;;X;A101;2011;2;45-54;41;8
;;X;A101;2011;2;45-54;42;11
;;X;A101;2011;2;45-54;51;6
;;X;A101;2011;2;45-54;52;2
;;X;A101;2011;2;45-54;53;6
;;X;A101;2011;2;45-54;63;15
;;X;A101;2011;2;45-54;64;15
;;X;A101;2011;2;45-54;71;5
;;X;A101;2011;2;45-54;72;24
;;X;A101;2011;2;45-54;80;12
;;X;A101;2011;2;55-64;10;12
;;X;A101;2011;2;55-64;20;14
;;X;A101;2011;2;55-64;31;22
;;X;A101;2011;2;55-64;32;21
;;X;A101;2011;2;55-64;41;8
;;X;A101;2011;2;55-64;42;14
;;X;A101;2011;2;55-64;51;19
;;X;A101;2011;2;55-64;52;15
;;X;A101;2011;2;55-64;53;11
;;X;A101;2011;2;55-64;63;16
;;X;A101;2011;2;55-64;64;33
;;X;A101;2011;2;55-64;71;9
;;X;A101;2011;2;55-64;72;30
;;X;A101;2011;2;55-64;80;29
;;X;A101;2011;2;65-74;10;15
;;X;A101;2011;2;65-74;20;27
;;X;A101;2011;2;65-74;31;28
;;X;A101;2011;2;65-74;32;27
;;X;A101;2011;2;65-74;41;13
;;X;A101;2011;2;65-74;42;20
;;X;A101;2011;2;65-74;51;18
;;X;A101;2011;2;65-74;52;15
;;X;A101;2011;2;65-74;53;18
;;X;A101;2011;2;65-74;63;39
;;X;A101;2011;2;65-74;64;29
;;X;A101;2011;2;65-74;71;8
;;X;A101;2011;2;65-74;72;36
;;X;A101;2011;2;65-74;80;39
;;X;A101;2011;2;75+;10;38
;;X;A101;2011;2;75+;20;37
;;X;A101;2011;2;75+;31;46
;;X;A101;2011;2;75+;32;44
;;X;A101;2011;2;75+;41;21
;;X;A101;2011;2;75+;42;33
;;X;A101;2011;2;75+;51;34
;;X;A101;2011;2;75+;52;35
;;X;A101;2011;2;75+;53;60
;;X;A101;2011;2;75+;63;59
;;X;A101;2011;2;75+;64;101
;;X;A101;2011;2;75+;71;38
;;X;A101;2011;2;75+;72;52
;;X;A101;2011;2;75+;80;118
;;X;A102;2007;1;15-34;10;108
;;X;A102;2007;1;15-34;20;74
;;X;A102;2007;1;15-34;31;120
;;X;A102;2007;1;15-34;32;180
;;X;A102;2007;1;15-34;41;26
;;X;A102;2007;1;15-34;42;146
;;X;A102;2007;1;15-34;51;62
;;X;A102;2007;1;15-34;52;106
;;X;A102;2007;1;15-34;53;64
;;X;A102;2007;1;15-34;63;80
;;X;A102;2007;1;15-34;64;160
;;X;A102;2007;1;15-34;71;48
;;X;A102;2007;1;15-34;72;134
;;X;A102;2007;1;15-34;80;118
;;X;A102;2007;1;35-44;10;34
;;X;A102;2007;1;35-44;20;16
;;X;A102;2007;1;35-44;31;44
;;X;A102;2007;1;35-44;32;46
;;X;A102;2007;1;35-44;41;4
;;X;A102;2007;1;35-44;42;24
;;X;A102;2007;1;35-44;51;8
;;X;A102;2007;1;35-44;52;28
;;X;A102;2007;1;35-44;53;14
;;X;A102;2007;1;35-44;63;28
;;X;A102;2007;1;35-44;64;28
;;X;A102;2007;1;35-44;71;14
;;X;A102;2007;1;35-44;72;26
;;X;A102;2007;1;35-44;80;26
;;X;A102;2007;1;45-54;10;16
;;X;A102;2007;1;45-54;20;16
;;X;A102;2007;1;45-54;31;34
;;X;A102;2007;1;45-54;32;22
;;X;A102;2007;1;45-54;41;10
;;X;A102;2007;1;45-54;42;20
;;X;A102;2007;1;45-54;51;14
;;X;A102;2007;1;45-54;52;24
;;X;A102;2007;1;45-54;53;4
;;X;A102;2007;1;45-54;63;18
;;X;A102;2007;1;45-54;64;26
;;X;A102;2007;1;45-54;71;12
;;X;A102;2007;1;45-54;72;30
;;X;A102;2007;1;45-54;80;36
;;X;A102;2007;1;55-64;10;38
;;X;A102;2007;1;55-64;20;22
;;X;A102;2007;1;55-64;31;34
;;X;A102;2007;1;55-64;32;30
;;X;A102;2007;1;55-64;41;14
;;X;A102;2007;1;55-64;42;42
;;X;A102;2007;1;55-64;51;30
;;X;A102;2007;1;55-64;52;52
;;X;A102;2007;1;55-64;53;26
;;X;A102;2007;1;55-64;63;10
;;X;A102;2007;1;55-64;64;66
;;X;A102;2007;1;55-64;71;12
;;X;A102;2007;1;55-64;72;20
;;X;A102;2007;1;55-64;80;22
;;X;A102;2007;1;65-74;10;16
;;X;A102;2007;1;65-74;20;12
;;X;A102;2007;1;65-74;31;36
;;X;A102;2007;1;65-74;32;24
;;X;A102;2007;1;65-74;41;4
;;X;A102;2007;1;65-74;42;28
;;X;A102;2007;1;65-74;51;18
;;X;A102;2007;1;65-74;52;42
;;X;A102;2007;1;65-74;53;12
;;X;A102;2007;1;65-74;63;20
;;X;A102;2007;1;65-74;64;38
;;X;A102;2007;1;65-74;71;20
;;X;A102;2007;1;65-74;72;22
;;X;A102;2007;1;65-74;80;26
;;X;A102;2007;1;75+;10;56
;;X;A102;2007;1;75+;20;34
;;X;A102;2007;1;75+;31;76
;;X;A102;2007;1;75+;32;38
;;X;A102;2007;1;75+;41;16
;;X;A102;2007;1;75+;42;42
;;X;A102;2007;1;75+;51;32
;;X;A102;2007;1;75+;52;52
;;X;A102;2007;1;75+;53;30
;;X;A102;2007;1;75+;63;40
;;X;A102;2007;1;75+;64;80
;;X;A102;2007;1;75+;71;38
;;X;A102;2007;1;75+;72;36
;;X;A102;2007;1;75+;80;44
;;X;A102;2007;2;15-34;10;164
;;X;A102;2007;2;15-34;20;148
;;X;A102;2007;2;15-34;31;218
;;X;A102;2007;2;15-34;32;260
;;X;A102;2007;2;15-34;41;26
;;X;A102;2007;2;15-34;42;160
;;X;A102;2007;2;15-34;51;132
;;X;A102;2007;2;15-34;52;174
;;X;A102;2007;2;15-34;53;64
;;X;A102;2007;2;15-34;63;118
;;X;A102;2007;2;15-34;64;280
;;X;A102;2007;2;15-34;71;50
;;X;A102;2007;2;15-34;72;238
;;X;A102;2007;2;15-34;80;176
;;X;A102;2007;2;35-44;10;44
;;X;A102;2007;2;35-44;20;30
;;X;A102;2007;2;35-44;31;42
;;X;A102;2007;2;35-44;32;60
;;X;A102;2007;2;35-44;41;6
;;X;A102;2007;2;35-44;42;14
;;X;A102;2007;2;35-44;51;28
;;X;A102;2007;2;35-44;52;28
;;X;A102;2007;2;35-44;53;14
;;X;A102;2007;2;35-44;63;30
;;X;A102;2007;2;35-44;64;42
;;X;A102;2007;2;35-44;71;18
;;X;A102;2007;2;35-44;72;44
;;X;A102;2007;2;35-44;80;30
;;X;A102;2007;2;45-54;10;40
;;X;A102;2007;2;45-54;20;20
;;X;A102;2007;2;45-54;31;48
;;X;A102;2007;2;45-54;32;42
;;X;A102;2007;2;45-54;41;2
;;X;A102;2007;2;45-54;42;28
;;X;A102;2007;2;45-54;51;42
;;X;A102;2007;2;45-54;52;30
;;X;A102;2007;2;45-54;53;18
;;X;A102;2007;2;45-54;63;12
;;X;A102;2007;2;45-54;64;54
;;X;A102;2007;2;45-54;71;18
;;X;A102;2007;2;45-54;72;34
;;X;A102;2007;2;45-54;80;28
;;X;A102;2007;2;55-64;10;50
;;X;A102;2007;2;55-64;20;42
;;X;A102;2007;2;55-64;31;72
;;X;A102;2007;2;55-64;32;74
;;X;A102;2007;2;55-64;41;12
;;X;A102;2007;2;55-64;42;64
;;X;A102;2007;2;55-64;51;38
;;X;A102;2007;2;55-64;52;46
;;X;A102;2007;2;55-64;53;32
;;X;A102;2007;2;55-64;63;50
;;X;A102;2007;2;55-64;64;58
;;X;A102;2007;2;55-64;71;26
;;X;A102;2007;2;55-64;72;48
;;X;A102;2007;2;55-64;80;44
;;X;A102;2007;2;65-74;10;72
;;X;A102;2007;2;65-74;20;18
;;X;A102;2007;2;65-74;31;90
;;X;A102;2007;2;65-74;32;66
;;X;A102;2007;2;65-74;41;12
;;X;A102;2007;2;65-74;42;48
;;X;A102;2007;2;65-74;51;34
;;X;A102;2007;2;65-74;52;60
;;X;A102;2007;2;65-74;53;44
;;X;A102;2007;2;65-74;63;38
;;X;A102;2007;2;65-74;64;82
;;X;A102;2007;2;65-74;71;42
;;X;A102;2007;2;65-74;72;52
;;X;A102;2007;2;65-74;80;54
;;X;A102;2007;2;75+;10;138
;;X;A102;2007;2;75+;20;76
;;X;A102;2007;2;75+;31;130
;;X;A102;2007;2;75+;32;84
;;X;A102;2007;2;75+;41;36
;;X;A102;2007;2;75+;42;70
;;X;A102;2007;2;75+;51;84
;;X;A102;2007;2;75+;52;106
;;X;A102;2007;2;75+;53;76
;;X;A102;2007;2;75+;63;72
;;X;A102;2007;2;75+;64;182
;;X;A102;2007;2;75+;71;94
;;X;A102;2007;2;75+;72;108
;;X;A102;2007;2;75+;80;84
;;X;A102;2008;1;15-34;10;54
;;X;A102;2008;1;15-34;20;84
;;X;A102;2008;1;15-34;31;104
;;X;A102;2008;1;15-34;32;138
;;X;A102;2008;1;15-34;41;38
;;X;A102;2008;1;15-34;42;66
;;X;A102;2008;1;15-34;51;80
;;X;A102;2008;1;15-34;52;92
;;X;A102;2008;1;15-34;53;90
;;X;A102;2008;1;15-34;63;84
;;X;A102;2008;1;15-34;64;136
;;X;A102;2008;1;15-34;71;72
;;X;A102;2008;1;15-34;72;138
;;X;A102;2008;1;15-34;80;94
;;X;A102;2008;1;35-44;10;18
;;X;A102;2008;1;35-44;20;8
;;X;A102;2008;1;35-44;31;18
;;X;A102;2008;1;35-44;32;26
;;X;A102;2008;1;35-44;41;12
;;X;A102;2008;1;35-44;42;20
;;X;A102;2008;1;35-44;51;20
;;X;A102;2008;1;35-44;52;22
;;X;A102;2008;1;35-44;53;12
;;X;A102;2008;1;35-44;63;22
;;X;A102;2008;1;35-44;64;38
;;X;A102;2008;1;35-44;71;6
;;X;A102;2008;1;35-44;72;36
;;X;A102;2008;1;35-44;80;14
;;X;A102;2008;1;45-54;10;12
;;X;A102;2008;1;45-54;20;20
;;X;A102;2008;1;45-54;31;26
;;X;A102;2008;1;45-54;32;18
;;X;A102;2008;1;45-54;41;8
;;X;A102;2008;1;45-54;42;24
;;X;A102;2008;1;45-54;51;16
;;X;A102;2008;1;45-54;52;26
;;X;A102;2008;1;45-54;53;10
;;X;A102;2008;1;45-54;63;16
;;X;A102;2008;1;45-54;64;22
;;X;A102;2008;1;45-54;71;18
;;X;A102;2008;1;45-54;72;28
;;X;A102;2008;1;45-54;80;20
;;X;A102;2008;1;55-64;10;12
;;X;A102;2008;1;55-64;20;18
;;X;A102;2008;1;55-64;31;18
;;X;A102;2008;1;55-64;32;12
;;X;A102;2008;1;55-64;41;10
;;X;A102;2008;1;55-64;42;30
;;X;A102;2008;1;55-64;51;6
;;X;A102;2008;1;55-64;52;26
;;X;A102;2008;1;55-64;53;24
;;X;A102;2008;1;55-64;63;26
;;X;A102;2008;1;55-64;64;52
;;X;A102;2008;1;55-64;71;16
;;X;A102;2008;1;55-64;72;48
;;X;A102;2008;1;55-64;80;24
;;X;A102;2008;1;65-74;10;12
;;X;A102;2008;1;65-74;20;22
;;X;A102;2008;1;65-74;31;10
;;X;A102;2008;1;65-74;32;36
;;X;A102;2008;1;65-74;41;14
;;X;A102;2008;1;65-74;42;24
;;X;A102;2008;1;65-74;51;16
;;X;A102;2008;1;65-74;52;38
;;X;A102;2008;1;65-74;53;32
;;X;A102;2008;1;65-74;63;50
;;X;A102;2008;1;65-74;64;28
;;X;A102;2008;1;65-74;71;10
;;X;A102;2008;1;65-74;72;20
;;X;A102;2008;1;65-74;80;48
;;X;A102;2008;1;75+;10;28
;;X;A102;2008;1;75+;20;32
;;X;A102;2008;1;75+;31;34
;;X;A102;2008;1;75+;32;28
;;X;A102;2008;1;75+;41;18
;;X;A102;2008;1;75+;42;28
;;X;A102;2008;1;75+;51;28
;;X;A102;2008;1;75+;52;56
;;X;A102;2008;1;75+;53;34
;;X;A102;2008;1;75+;63;42
;;X;A102;2008;1;75+;64;60
;;X;A102;2008;1;75+;71;34
;;X;A102;2008;1;75+;72;66
;;X;A102;2008;1;75+;80;46
;;X;A102;2008;2;15-34;10;72
;;X;A102;2008;2;15-34;20;114
;;X;A102;2008;2;15-34;31;128
;;X;A102;2008;2;15-34;32;244
;;X;A102;2008;2;15-34;41;32
;;X;A102;2008;2;15-34;42;118
;;X;A102;2008;2;15-34;51;120
;;X;A102;2008;2;15-34;52;178
;;X;A102;2008;2;15-34;53;82
;;X;A102;2008;2;15-34;63;134
;;X;A102;2008;2;15-34;64;210
;;X;A102;2008;2;15-34;71;60
;;X;A102;2008;2;15-34;72;274
;;X;A102;2008;2;15-34;80;150
;;X;A102;2008;2;35-44;10;16
;;X;A102;2008;2;35-44;20;16
;;X;A102;2008;2;35-44;31;42
;;X;A102;2008;2;35-44;32;30
;;X;A102;2008;2;35-44;41;4
;;X;A102;2008;2;35-44;42;22
;;X;A102;2008;2;35-44;51;32
;;X;A102;2008;2;35-44;52;34
;;X;A102;2008;2;35-44;53;14
;;X;A102;2008;2;35-44;63;26
;;X;A102;2008;2;35-44;64;52
;;X;A102;2008;2;35-44;71;12
;;X;A102;2008;2;35-44;72;74
;;X;A102;2008;2;35-44;80;22
;;X;A102;2008;2;45-54;10;16
;;X;A102;2008;2;45-54;20;18
;;X;A102;2008;2;45-54;31;48
;;X;A102;2008;2;45-54;32;28
;;X;A102;2008;2;45-54;41;6
;;X;A102;2008;2;45-54;42;30
;;X;A102;2008;2;45-54;51;18
;;X;A102;2008;2;45-54;52;50
;;X;A102;2008;2;45-54;53;28
;;X;A102;2008;2;45-54;63;30
;;X;A102;2008;2;45-54;64;52
;;X;A102;2008;2;45-54;71;22
;;X;A102;2008;2;45-54;72;30
;;X;A102;2008;2;45-54;80;26
;;X;A102;2008;2;55-64;10;26
;;X;A102;2008;2;55-64;20;30
;;X;A102;2008;2;55-64;31;50
;;X;A102;2008;2;55-64;32;72
;;X;A102;2008;2;55-64;41;14
;;X;A102;2008;2;55-64;42;54
;;X;A102;2008;2;55-64;51;28
;;X;A102;2008;2;55-64;52;48
;;X;A102;2008;2;55-64;53;20
;;X;A102;2008;2;55-64;63;48
;;X;A102;2008;2;55-64;64;68
;;X;A102;2008;2;55-64;71;26
;;X;A102;2008;2;55-64;72;52
;;X;A102;2008;2;55-64;80;32
;;X;A102;2008;2;65-74;10;30
;;X;A102;2008;2;65-74;20;38
;;X;A102;2008;2;65-74;31;84
;;X;A102;2008;2;65-74;32;66
;;X;A102;2008;2;65-74;41;28
;;X;A102;2008;2;65-74;42;52
;;X;A102;2008;2;65-74;51;44
;;X;A102;2008;2;65-74;52;58
;;X;A102;2008;2;65-74;53;38
;;X;A102;2008;2;65-74;63;42
;;X;A102;2008;2;65-74;64;76
;;X;A102;2008;2;65-74;71;24
;;X;A102;2008;2;65-74;72;86
;;X;A102;2008;2;65-74;80;54
;;X;A102;2008;2;75+;10;76
;;X;A102;2008;2;75+;20;84
;;X;A102;2008;2;75+;31;132
;;X;A102;2008;2;75+;32;104
;;X;A102;2008;2;75+;41;34
;;X;A102;2008;2;75+;42;74
;;X;A102;2008;2;75+;51;94
;;X;A102;2008;2;75+;52;146
;;X;A102;2008;2;75+;53;92
;;X;A102;2008;2;75+;63;96
;;X;A102;2008;2;75+;64;182
;;X;A102;2008;2;75+;71;50
;;X;A102;2008;2;75+;72;164
;;X;A102;2008;2;75+;80;84
;;X;A102;2009;1;15-34;10;22
;;X;A102;2009;1;15-34;20;31
;;X;A102;2009;1;15-34;31;24
;;X;A102;2009;1;15-34;32;57
;;X;A102;2009;1;15-34;41;28
;;X;A102;2009;1;15-34;42;44
;;X;A102;2009;1;15-34;51;19
;;X;A102;2009;1;15-34;52;36
;;X;A102;2009;1;15-34;53;21
;;X;A102;2009;1;15-34;63;28
;;X;A102;2009;1;15-34;64;85
;;X;A102;2009;1;15-34;71;19
;;X;A102;2009;1;15-34;72;62
;;X;A102;2009;1;15-34;80;36
;;X;A102;2009;1;35-44;10;4
;;X;A102;2009;1;35-44;20;7
;;X;A102;2009;1;35-44;31;9
;;X;A102;2009;1;35-44;32;10
;;X;A102;2009;1;35-44;41;11
;;X;A102;2009;1;35-44;42;5
;;X;A102;2009;1;35-44;51;3
;;X;A102;2009;1;35-44;52;14
;;X;A102;2009;1;35-44;53;8
;;X;A102;2009;1;35-44;63;10
;;X;A102;2009;1;35-44;64;14
;;X;A102;2009;1;35-44;71;8
;;X;A102;2009;1;35-44;72;21
;;X;A102;2009;1;35-44;80;11
;;X;A102;2009;1;45-54;10;12
;;X;A102;2009;1;45-54;20;9
;;X;A102;2009;1;45-54;31;3
;;X;A102;2009;1;45-54;32;7
;;X;A102;2009;1;45-54;41;6
;;X;A102;2009;1;45-54;42;8
;;X;A102;2009;1;45-54;51;5
;;X;A102;2009;1;45-54;52;12
;;X;A102;2009;1;45-54;53;2
;;X;A102;2009;1;45-54;63;7
;;X;A102;2009;1;45-54;64;21
;;X;A102;2009;1;45-54;71;5
;;X;A102;2009;1;45-54;72;8
;;X;A102;2009;1;45-54;80;6
;;X;A102;2009;1;55-64;10;8
;;X;A102;2009;1;55-64;20;7
;;X;A102;2009;1;55-64;31;16
;;X;A102;2009;1;55-64;32;19
;;X;A102;2009;1;55-64;41;7
;;X;A102;2009;1;55-64;42;8
;;X;A102;2009;1;55-64;51;7
;;X;A102;2009;1;55-64;52;19
;;X;A102;2009;1;55-64;53;10
;;X;A102;2009;1;55-64;63;13
;;X;A102;2009;1;55-64;64;21
;;X;A102;2009;1;55-64;71;8
;;X;A102;2009;1;55-64;72;20
;;X;A102;2009;1;55-64;80;6
;;X;A102;2009;1;65-74;10;15
;;X;A102;2009;1;65-74;20;9
;;X;A102;2009;1;65-74;31;11
;;X;A102;2009;1;65-74;32;19
;;X;A102;2009;1;65-74;41;5
;;X;A102;2009;1;65-74;42;5
;;X;A102;2009;1;65-74;51;2
;;X;A102;2009;1;65-74;52;15
;;X;A102;2009;1;65-74;53;3
;;X;A102;2009;1;65-74;63;10
;;X;A102;2009;1;65-74;64;19
;;X;A102;2009;1;65-74;71;6
;;X;A102;2009;1;65-74;72;20
;;X;A102;2009;1;65-74;80;12
;;X;A102;2009;1;75+;10;13
;;X;A102;2009;1;75+;20;15
;;X;A102;2009;1;75+;31;27
;;X;A102;2009;1;75+;32;18
;;X;A102;2009;1;75+;41;6
;;X;A102;2009;1;75+;42;14
;;X;A102;2009;1;75+;51;13
;;X;A102;2009;1;75+;52;25
;;X;A102;2009;1;75+;53;9
;;X;A102;2009;1;75+;63;12
;;X;A102;2009;1;75+;64;26
;;X;A102;2009;1;75+;71;9
;;X;A102;2009;1;75+;72;18
;;X;A102;2009;1;75+;80;14
;;X;A102;2009;2;15-34;10;45
;;X;A102;2009;2;15-34;20;57
;;X;A102;2009;2;15-34;31;56
;;X;A102;2009;2;15-34;32;66
;;X;A102;2009;2;15-34;41;32
;;X;A102;2009;2;15-34;42;67
;;X;A102;2009;2;15-34;51;13
;;X;A102;2009;2;15-34;52;57
;;X;A102;2009;2;15-34;53;25
;;X;A102;2009;2;15-34;63;42
;;X;A102;2009;2;15-34;64;103
;;X;A102;2009;2;15-34;71;23
;;X;A102;2009;2;15-34;72;136
;;X;A102;2009;2;15-34;80;62
;;X;A102;2009;2;35-44;10;9
;;X;A102;2009;2;35-44;20;7
;;X;A102;2009;2;35-44;31;8
;;X;A102;2009;2;35-44;32;13
;;X;A102;2009;2;35-44;41;9
;;X;A102;2009;2;35-44;42;9
;;X;A102;2009;2;35-44;51;6
;;X;A102;2009;2;35-44;52;14
;;X;A102;2009;2;35-44;53;11
;;X;A102;2009;2;35-44;63;11
;;X;A102;2009;2;35-44;64;25
;;X;A102;2009;2;35-44;71;7
;;X;A102;2009;2;35-44;72;41
;;X;A102;2009;2;35-44;80;5
;;X;A102;2009;2;45-54;10;9
;;X;A102;2009;2;45-54;20;11
;;X;A102;2009;2;45-54;31;13
;;X;A102;2009;2;45-54;32;16
;;X;A102;2009;2;45-54;41;11
;;X;A102;2009;2;45-54;42;14
;;X;A102;2009;2;45-54;51;6
;;X;A102;2009;2;45-54;52;14
;;X;A102;2009;2;45-54;53;7
;;X;A102;2009;2;45-54;63;5
;;X;A102;2009;2;45-54;64;23
;;X;A102;2009;2;45-54;71;4
;;X;A102;2009;2;45-54;72;28
;;X;A102;2009;2;45-54;80;6
;;X;A102;2009;2;55-64;10;15
;;X;A102;2009;2;55-64;20;21
;;X;A102;2009;2;55-64;31;14
;;X;A102;2009;2;55-64;32;19
;;X;A102;2009;2;55-64;41;24
;;X;A102;2009;2;55-64;42;20
;;X;A102;2009;2;55-64;51;10
;;X;A102;2009;2;55-64;52;18
;;X;A102;2009;2;55-64;53;8
;;X;A102;2009;2;55-64;63;20
;;X;A102;2009;2;55-64;64;22
;;X;A102;2009;2;55-64;71;10
;;X;A102;2009;2;55-64;72;32
;;X;A102;2009;2;55-64;80;19
;;X;A102;2009;2;65-74;10;19
;;X;A102;2009;2;65-74;20;24
;;X;A102;2009;2;65-74;31;27
;;X;A102;2009;2;65-74;32;21
;;X;A102;2009;2;65-74;41;12
;;X;A102;2009;2;65-74;42;20
;;X;A102;2009;2;65-74;51;14
;;X;A102;2009;2;65-74;52;24
;;X;A102;2009;2;65-74;53;13
;;X;A102;2009;2;65-74;63;24
;;X;A102;2009;2;65-74;64;48
;;X;A102;2009;2;65-74;71;12
;;X;A102;2009;2;65-74;72;25
;;X;A102;2009;2;65-74;80;20
;;X;A102;2009;2;75+;10;52
;;X;A102;2009;2;75+;20;38
;;X;A102;2009;2;75+;31;47
;;X;A102;2009;2;75+;32;48
;;X;A102;2009;2;75+;41;21
;;X;A102;2009;2;75+;42;27
;;X;A102;2009;2;75+;51;26
;;X;A102;2009;2;75+;52;47
;;X;A102;2009;2;75+;53;14
;;X;A102;2009;2;75+;63;37
;;X;A102;2009;2;75+;64;102
;;X;A102;2009;2;75+;71;43
;;X;A102;2009;2;75+;72;56
;;X;A102;2009;2;75+;80;41
;;X;A102;2010;1;15-34;10;54
;;X;A102;2010;1;15-34;20;57
;;X;A102;2010;1;15-34;31;37
;;X;A102;2010;1;15-34;32;41
;;X;A102;2010;1;15-34;41;28
;;X;A102;2010;1;15-34;42;66
;;X;A102;2010;1;15-34;51;38
;;X;A102;2010;1;15-34;52;32
;;X;A102;2010;1;15-34;53;47
;;X;A102;2010;1;15-34;63;58
;;X;A102;2010;1;15-34;64;97
;;X;A102;2010;1;15-34;71;28
;;X;A102;2010;1;15-34;72;63
;;X;A102;2010;1;15-34;80;46
;;X;A102;2010;1;35-44;10;20
;;X;A102;2010;1;35-44;20;18
;;X;A102;2010;1;35-44;31;10
;;X;A102;2010;1;35-44;32;10
;;X;A102;2010;1;35-44;41;6
;;X;A102;2010;1;35-44;42;14
;;X;A102;2010;1;35-44;51;14
;;X;A102;2010;1;35-44;52;9
;;X;A102;2010;1;35-44;53;14
;;X;A102;2010;1;35-44;63;8
;;X;A102;2010;1;35-44;64;37
;;X;A102;2010;1;35-44;71;4
;;X;A102;2010;1;35-44;72;18
;;X;A102;2010;1;35-44;80;6
;;X;A102;2010;1;45-54;10;9
;;X;A102;2010;1;45-54;20;9
;;X;A102;2010;1;45-54;31;10
;;X;A102;2010;1;45-54;32;10
;;X;A102;2010;1;45-54;41;9
;;X;A102;2010;1;45-54;42;13
;;X;A102;2010;1;45-54;51;12
;;X;A102;2010;1;45-54;52;9
;;X;A102;2010;1;45-54;53;12
;;X;A102;2010;1;45-54;63;17
;;X;A102;2010;1;45-54;64;25
;;X;A102;2010;1;45-54;71;6
;;X;A102;2010;1;45-54;72;15
;;X;A102;2010;1;45-54;80;6
;;X;A102;2010;1;55-64;10;17
;;X;A102;2010;1;55-64;20;15
;;X;A102;2010;1;55-64;31;11
;;X;A102;2010;1;55-64;32;17
;;X;A102;2010;1;55-64;41;12
;;X;A102;2010;1;55-64;42;10
;;X;A102;2010;1;55-64;51;10
;;X;A102;2010;1;55-64;52;14
;;X;A102;2010;1;55-64;53;18
;;X;A102;2010;1;55-64;63;20
;;X;A102;2010;1;55-64;64;43
;;X;A102;2010;1;55-64;71;13
;;X;A102;2010;1;55-64;72;21
;;X;A102;2010;1;55-64;80;12
;;X;A102;2010;1;65-74;10;18
;;X;A102;2010;1;65-74;20;14
;;X;A102;2010;1;65-74;31;10
;;X;A102;2010;1;65-74;32;18
