KOD;ROK;POHL;VEKKAT;KRAJ;HOSP
B700;2008;1;65-74;80;8
B700;2008;1;75+;10;4
B700;2008;1;75+;20;2
B700;2008;1;75+;31;1
B700;2008;1;75+;32;2
B700;2008;1;75+;42;3
B700;2008;1;75+;51;3
B700;2008;1;75+;53;4
B700;2008;1;75+;63;3
B700;2008;1;75+;64;7
B700;2008;1;75+;71;2
B700;2008;1;75+;72;1
B700;2008;2;15-34;10;111
B700;2008;2;15-34;20;109
B700;2008;2;15-34;31;64
B700;2008;2;15-34;32;52
B700;2008;2;15-34;41;24
B700;2008;2;15-34;42;89
B700;2008;2;15-34;51;54
B700;2008;2;15-34;52;57
B700;2008;2;15-34;53;55
B700;2008;2;15-34;63;43
B700;2008;2;15-34;64;133
B700;2008;2;15-34;71;40
B700;2008;2;15-34;72;48
B700;2008;2;15-34;80;89
B700;2008;2;35-44;10;23
B700;2008;2;35-44;20;26
B700;2008;2;35-44;31;19
B700;2008;2;35-44;32;13
B700;2008;2;35-44;41;9
B700;2008;2;35-44;42;37
B700;2008;2;35-44;51;1
B700;2008;2;35-44;52;16
B700;2008;2;35-44;53;13
B700;2008;2;35-44;63;12
B700;2008;2;35-44;64;36
B700;2008;2;35-44;71;26
B700;2008;2;35-44;72;11
B700;2008;2;35-44;80;28
B700;2008;2;45-54;10;17
B700;2008;2;45-54;20;35
B700;2008;2;45-54;31;13
B700;2008;2;45-54;32;21
B700;2008;2;45-54;41;4
B700;2008;2;45-54;42;17
B700;2008;2;45-54;51;22
B700;2008;2;45-54;52;4
B700;2008;2;45-54;53;10
B700;2008;2;45-54;63;8
B700;2008;2;45-54;64;21
B700;2008;2;45-54;71;16
B700;2008;2;45-54;72;12
B700;2008;2;45-54;80;22
B700;2008;2;55-64;10;27
B700;2008;2;55-64;20;21
B700;2008;2;55-64;31;19
B700;2008;2;55-64;32;11
B700;2008;2;55-64;41;11
B700;2008;2;55-64;42;14
B700;2008;2;55-64;51;9
B700;2008;2;55-64;52;13
B700;2008;2;55-64;53;8
B700;2008;2;55-64;63;10
B700;2008;2;55-64;64;24
B700;2008;2;55-64;71;11
B700;2008;2;55-64;72;11
B700;2008;2;55-64;80;19
B700;2008;2;65-74;10;18
B700;2008;2;65-74;20;14
B700;2008;2;65-74;31;11
B700;2008;2;65-74;32;4
B700;2008;2;65-74;41;7
B700;2008;2;65-74;42;12
B700;2008;2;65-74;51;6
B700;2008;2;65-74;52;6
B700;2008;2;65-74;53;6
B700;2008;2;65-74;63;3
B700;2008;2;65-74;64;13
B700;2008;2;65-74;71;15
B700;2008;2;65-74;72;5
B700;2008;2;65-74;80;15
B700;2008;2;75+;10;5
B700;2008;2;75+;20;4
B700;2008;2;75+;31;2
B700;2008;2;75+;32;3
B700;2008;2;75+;41;1
B700;2008;2;75+;42;5
B700;2008;2;75+;51;1
B700;2008;2;75+;52;1
B700;2008;2;75+;53;2
B700;2008;2;75+;63;5
B700;2008;2;75+;64;5
B700;2008;2;75+;71;1
B700;2008;2;75+;72;5
B700;2008;2;75+;80;10
B700;2009;1;15-34;10;68
B700;2009;1;15-34;20;90
B700;2009;1;15-34;31;44
B700;2009;1;15-34;32;31
B700;2009;1;15-34;41;11
B700;2009;1;15-34;42;60
B700;2009;1;15-34;51;47
B700;2009;1;15-34;52;38
B700;2009;1;15-34;53;35
B700;2009;1;15-34;63;38
B700;2009;1;15-34;64;98
B700;2009;1;15-34;71;30
B700;2009;1;15-34;72;53
B700;2009;1;15-34;80;76
B700;2009;1;35-44;10;13
B700;2009;1;35-44;20;20
B700;2009;1;35-44;31;13
B700;2009;1;35-44;32;6
B700;2009;1;35-44;41;5
B700;2009;1;35-44;42;10
B700;2009;1;35-44;51;14
B700;2009;1;35-44;52;7
B700;2009;1;35-44;53;8
B700;2009;1;35-44;63;14
B700;2009;1;35-44;64;28
B700;2009;1;35-44;71;11
B700;2009;1;35-44;72;16
B700;2009;1;35-44;80;13
B700;2009;1;45-54;10;16
B700;2009;1;45-54;20;17
B700;2009;1;45-54;31;10
B700;2009;1;45-54;32;10
B700;2009;1;45-54;41;3
B700;2009;1;45-54;42;7
B700;2009;1;45-54;51;7
B700;2009;1;45-54;52;10
B700;2009;1;45-54;53;6
B700;2009;1;45-54;63;7
B700;2009;1;45-54;64;18
B700;2009;1;45-54;71;6
B700;2009;1;45-54;72;6
B700;2009;1;45-54;80;16
B700;2009;1;55-64;10;26
B700;2009;1;55-64;20;34
B700;2009;1;55-64;31;20
B700;2009;1;55-64;32;12
B700;2009;1;55-64;41;13
B700;2009;1;55-64;42;11
B700;2009;1;55-64;51;7
B700;2009;1;55-64;52;9
B700;2009;1;55-64;53;9
B700;2009;1;55-64;63;9
B700;2009;1;55-64;64;29
B700;2009;1;55-64;71;12
B700;2009;1;55-64;72;9
B700;2009;1;55-64;80;21
B700;2009;1;65-74;10;6
B700;2009;1;65-74;20;10
B700;2009;1;65-74;31;9
B700;2009;1;65-74;32;8
B700;2009;1;65-74;41;4
B700;2009;1;65-74;42;6
B700;2009;1;65-74;51;2
B700;2009;1;65-74;52;12
B700;2009;1;65-74;53;4
B700;2009;1;65-74;63;5
B700;2009;1;65-74;64;7
B700;2009;1;65-74;71;2
B700;2009;1;65-74;72;3
B700;2009;1;65-74;80;8
B700;2009;1;75+;10;4
B700;2009;1;75+;20;5
B700;2009;1;75+;31;3
B700;2009;1;75+;32;1
B700;2009;1;75+;42;3
B700;2009;1;75+;51;2
B700;2009;1;75+;52;1
B700;2009;1;75+;53;1
B700;2009;1;75+;63;3
B700;2009;1;75+;64;4
B700;2009;1;75+;71;2
B700;2009;1;75+;72;3
B700;2009;1;75+;80;6
B700;2009;2;15-34;10;110
B700;2009;2;15-34;20;131
B700;2009;2;15-34;31;53
B700;2009;2;15-34;32;39
B700;2009;2;15-34;41;18
B700;2009;2;15-34;42;66
B700;2009;2;15-34;51;38
B700;2009;2;15-34;52;54
B700;2009;2;15-34;53;41
B700;2009;2;15-34;63;51
B700;2009;2;15-34;64;117
B700;2009;2;15-34;71;56
B700;2009;2;15-34;72;67
B700;2009;2;15-34;80;82
B700;2009;2;35-44;10;15
B700;2009;2;35-44;20;24
B700;2009;2;35-44;31;15
B700;2009;2;35-44;32;20
B700;2009;2;35-44;41;10
B700;2009;2;35-44;42;8
B700;2009;2;35-44;51;12
B700;2009;2;35-44;52;18
B700;2009;2;35-44;53;13
B700;2009;2;35-44;63;13
B700;2009;2;35-44;64;32
B700;2009;2;35-44;71;16
B700;2009;2;35-44;72;10
B700;2009;2;35-44;80;41
B700;2009;2;45-54;10;14
B700;2009;2;45-54;20;21
B700;2009;2;45-54;31;14
B700;2009;2;45-54;32;15
B700;2009;2;45-54;41;8
B700;2009;2;45-54;42;15
B700;2009;2;45-54;51;9
B700;2009;2;45-54;52;11
B700;2009;2;45-54;53;16
B700;2009;2;45-54;63;13
B700;2009;2;45-54;64;27
B700;2009;2;45-54;71;15
B700;2009;2;45-54;72;17
B700;2009;2;45-54;80;34
B700;2009;2;55-64;10;17
B700;2009;2;55-64;20;25
B700;2009;2;55-64;31;18
B700;2009;2;55-64;32;12
B700;2009;2;55-64;41;11
B700;2009;2;55-64;42;17
B700;2009;2;55-64;51;12
B700;2009;2;55-64;52;13
B700;2009;2;55-64;53;6
B700;2009;2;55-64;63;12
B700;2009;2;55-64;64;21
B700;2009;2;55-64;71;13
B700;2009;2;55-64;72;21
B700;2009;2;55-64;80;21
B700;2009;2;65-74;10;17
B700;2009;2;65-74;20;9
B700;2009;2;65-74;31;11
B700;2009;2;65-74;32;9
B700;2009;2;65-74;41;4
B700;2009;2;65-74;42;14
B700;2009;2;65-74;51;2
B700;2009;2;65-74;52;4
B700;2009;2;65-74;53;5
B700;2009;2;65-74;63;9
B700;2009;2;65-74;64;6
B700;2009;2;65-74;71;3
B700;2009;2;65-74;72;7
B700;2009;2;65-74;80;8
B700;2009;2;75+;10;6
B700;2009;2;75+;20;7
B700;2009;2;75+;31;2
B700;2009;2;75+;42;5
B700;2009;2;75+;52;2
B700;2009;2;75+;53;4
B700;2009;2;75+;63;1
B700;2009;2;75+;64;7
B700;2009;2;75+;71;3
B700;2009;2;75+;72;3
B700;2009;2;75+;80;2
B700;2010;1;15-34;10;81
B700;2010;1;15-34;20;91
B700;2010;1;15-34;31;42
B700;2010;1;15-34;32;31
B700;2010;1;15-34;41;8
B700;2010;1;15-34;42;68
B700;2010;1;15-34;51;27
B700;2010;1;15-34;52;34
B700;2010;1;15-34;53;38
B700;2010;1;15-34;63;36
B700;2010;1;15-34;64;98
B700;2010;1;15-34;71;42
B700;2010;1;15-34;72;48
B700;2010;1;15-34;80;73
B700;2010;1;35-44;10;21
B700;2010;1;35-44;20;14
B700;2010;1;35-44;31;15
B700;2010;1;35-44;32;23
B700;2010;1;35-44;41;3
B700;2010;1;35-44;42;10
B700;2010;1;35-44;51;9
B700;2010;1;35-44;52;13
B700;2010;1;35-44;53;13
B700;2010;1;35-44;63;12
B700;2010;1;35-44;64;28
B700;2010;1;35-44;71;11
B700;2010;1;35-44;72;13
B700;2010;1;35-44;80;14
B700;2010;1;45-54;10;22
B700;2010;1;45-54;20;21
B700;2010;1;45-54;31;14
B700;2010;1;45-54;32;22
B700;2010;1;45-54;41;10
B700;2010;1;45-54;42;6
B700;2010;1;45-54;51;3
B700;2010;1;45-54;52;14
B700;2010;1;45-54;53;11
B700;2010;1;45-54;63;4
B700;2010;1;45-54;64;12
B700;2010;1;45-54;71;12
B700;2010;1;45-54;72;9
B700;2010;1;45-54;80;25
B700;2010;1;55-64;10;26
B700;2010;1;55-64;20;26
B700;2010;1;55-64;31;17
B700;2010;1;55-64;32;13
B700;2010;1;55-64;41;7
B700;2010;1;55-64;42;14
B700;2010;1;55-64;51;8
B700;2010;1;55-64;52;12
B700;2010;1;55-64;53;16
B700;2010;1;55-64;63;8
B700;2010;1;55-64;64;30
B700;2010;1;55-64;71;11
B700;2010;1;55-64;72;7
B700;2010;1;55-64;80;15
B700;2010;1;65-74;10;18
B700;2010;1;65-74;20;16
B700;2010;1;65-74;31;6
B700;2010;1;65-74;32;10
B700;2010;1;65-74;41;1
B700;2010;1;65-74;42;1
B700;2010;1;65-74;51;4
B700;2010;1;65-74;52;4
B700;2010;1;65-74;53;6
B700;2010;1;65-74;63;4
B700;2010;1;65-74;64;5
B700;2010;1;65-74;71;6
B700;2010;1;65-74;72;5
B700;2010;1;65-74;80;11
B700;2010;1;75+;10;5
B700;2010;1;75+;20;3
B700;2010;1;75+;31;1
B700;2010;1;75+;32;2
B700;2010;1;75+;41;1
B700;2010;1;75+;51;3
B700;2010;1;75+;52;2
B700;2010;1;75+;53;2
B700;2010;1;75+;63;1
B700;2010;1;75+;64;2
B700;2010;1;75+;71;1
B700;2010;1;75+;72;2
B700;2010;1;75+;80;8
B700;2010;2;15-34;10;112
B700;2010;2;15-34;20;109
B700;2010;2;15-34;31;51
B700;2010;2;15-34;32;53
B700;2010;2;15-34;41;18
B700;2010;2;15-34;42;94
B700;2010;2;15-34;51;42
B700;2010;2;15-34;52;51
B700;2010;2;15-34;53;37
B700;2010;2;15-34;63;51
B700;2010;2;15-34;64;113
B700;2010;2;15-34;71;44
B700;2010;2;15-34;72;55
B700;2010;2;15-34;80;96
B700;2010;2;35-44;10;25
B700;2010;2;35-44;20;30
B700;2010;2;35-44;31;14
B700;2010;2;35-44;32;17
B700;2010;2;35-44;41;8
B700;2010;2;35-44;42;28
B700;2010;2;35-44;51;13
B700;2010;2;35-44;52;21
B700;2010;2;35-44;53;15
B700;2010;2;35-44;63;8
B700;2010;2;35-44;64;40
B700;2010;2;35-44;71;12
B700;2010;2;35-44;72;12
B700;2010;2;35-44;80;30
B700;2010;2;45-54;10;27
B700;2010;2;45-54;20;16
B700;2010;2;45-54;31;13
B700;2010;2;45-54;32;15
B700;2010;2;45-54;41;7
B700;2010;2;45-54;42;17
B700;2010;2;45-54;51;5
B700;2010;2;45-54;52;13
B700;2010;2;45-54;53;15
B700;2010;2;45-54;63;12
B700;2010;2;45-54;64;22
B700;2010;2;45-54;71;13
B700;2010;2;45-54;72;22
B700;2010;2;45-54;80;19
B700;2010;2;55-64;10;23
B700;2010;2;55-64;20;21
B700;2010;2;55-64;31;19
B700;2010;2;55-64;32;15
B700;2010;2;55-64;41;7
B700;2010;2;55-64;42;10
B700;2010;2;55-64;51;14
B700;2010;2;55-64;52;12
B700;2010;2;55-64;53;8
B700;2010;2;55-64;63;7
B700;2010;2;55-64;64;22
B700;2010;2;55-64;71;12
B700;2010;2;55-64;72;13
B700;2010;2;55-64;80;17
B700;2010;2;65-74;10;11
B700;2010;2;65-74;20;7
B700;2010;2;65-74;31;8
B700;2010;2;65-74;32;5
B700;2010;2;65-74;41;8
B700;2010;2;65-74;42;8
B700;2010;2;65-74;51;5
B700;2010;2;65-74;52;7
B700;2010;2;65-74;53;6
B700;2010;2;65-74;63;8
B700;2010;2;65-74;64;14
B700;2010;2;65-74;71;13
B700;2010;2;65-74;72;15
B700;2010;2;65-74;80;14
B700;2010;2;75+;10;12
B700;2010;2;75+;20;11
B700;2010;2;75+;31;6
B700;2010;2;75+;32;2
B700;2010;2;75+;41;3
B700;2010;2;75+;42;5
B700;2010;2;75+;52;6
B700;2010;2;75+;53;5
B700;2010;2;75+;64;5
B700;2010;2;75+;71;7
B700;2010;2;75+;72;2
B700;2010;2;75+;80;2
B700;2011;1;15-34;10;64
B700;2011;1;15-34;20;81
B700;2011;1;15-34;31;47
B700;2011;1;15-34;32;37
B700;2011;1;15-34;41;8
B700;2011;1;15-34;42;52
B700;2011;1;15-34;51;43
B700;2011;1;15-34;52;37
B700;2011;1;15-34;53;41
B700;2011;1;15-34;63;30
B700;2011;1;15-34;64;62
B700;2011;1;15-34;71;35
B700;2011;1;15-34;72;43
B700;2011;1;15-34;80;74
B700;2011;1;35-44;10;14
B700;2011;1;35-44;20;24
B700;2011;1;35-44;31;19
B700;2011;1;35-44;32;19
B700;2011;1;35-44;41;6
B700;2011;1;35-44;42;11
B700;2011;1;35-44;51;17
B700;2011;1;35-44;52;9
B700;2011;1;35-44;53;6
B700;2011;1;35-44;63;8
B700;2011;1;35-44;64;27
B700;2011;1;35-44;71;14
B700;2011;1;35-44;72;13
B700;2011;1;35-44;80;16
B700;2011;1;45-54;10;22
B700;2011;1;45-54;20;24
B700;2011;1;45-54;31;17
B700;2011;1;45-54;32;18
B700;2011;1;45-54;41;4
B700;2011;1;45-54;42;7
B700;2011;1;45-54;51;4
B700;2011;1;45-54;52;13
B700;2011;1;45-54;53;12
B700;2011;1;45-54;63;3
B700;2011;1;45-54;64;28
B700;2011;1;45-54;71;8
B700;2011;1;45-54;72;5
B700;2011;1;45-54;80;16
B700;2011;1;55-64;10;16
B700;2011;1;55-64;20;18
B700;2011;1;55-64;31;22
B700;2011;1;55-64;32;11
B700;2011;1;55-64;41;11
B700;2011;1;55-64;42;7
B700;2011;1;55-64;51;7
B700;2011;1;55-64;52;12
B700;2011;1;55-64;53;10
B700;2011;1;55-64;63;11
B700;2011;1;55-64;64;24
B700;2011;1;55-64;71;8
B700;2011;1;55-64;72;6
B700;2011;1;55-64;80;22
B700;2011;1;65-74;10;10
B700;2011;1;65-74;20;10
B700;2011;1;65-74;31;4
B700;2011;1;65-74;32;6
B700;2011;1;65-74;41;4
B700;2011;1;65-74;42;1
B700;2011;1;65-74;51;2
B700;2011;1;65-74;52;2
B700;2011;1;65-74;53;2
B700;2011;1;65-74;63;4
B700;2011;1;65-74;64;7
B700;2011;1;65-74;71;3
B700;2011;1;65-74;72;4
B700;2011;1;65-74;80;12
B700;2011;1;75+;10;2
B700;2011;1;75+;20;1
B700;2011;1;75+;32;2
B700;2011;1;75+;41;1
B700;2011;1;75+;42;1
B700;2011;1;75+;52;1
B700;2011;1;75+;53;1
B700;2011;1;75+;63;1
B700;2011;1;75+;64;1
B700;2011;1;75+;71;1
B700;2011;1;75+;72;2
B700;2011;1;75+;80;8
B700;2011;2;15-34;10;94
B700;2011;2;15-34;20;122
B700;2011;2;15-34;31;41
B700;2011;2;15-34;32;36
B700;2011;2;15-34;41;30
B700;2011;2;15-34;42;66
B700;2011;2;15-34;51;32
B700;2011;2;15-34;52;64
B700;2011;2;15-34;53;41
B700;2011;2;15-34;63;54
B700;2011;2;15-34;64;97
B700;2011;2;15-34;71;30
B700;2011;2;15-34;72;82
B700;2011;2;15-34;80;72
B700;2011;2;35-44;10;38
B700;2011;2;35-44;20;34
B700;2011;2;35-44;31;20
B700;2011;2;35-44;32;15
B700;2011;2;35-44;41;13
B700;2011;2;35-44;42;26
B700;2011;2;35-44;51;18
B700;2011;2;35-44;52;17
B700;2011;2;35-44;53;9
B700;2011;2;35-44;63;12
B700;2011;2;35-44;64;23
B700;2011;2;35-44;71;12
B700;2011;2;35-44;72;17
B700;2011;2;35-44;80;34
B700;2011;2;45-54;10;19
B700;2011;2;45-54;20;15
B700;2011;2;45-54;31;13
B700;2011;2;45-54;32;15
B700;2011;2;45-54;41;2
B700;2011;2;45-54;42;17
B700;2011;2;45-54;51;8
B700;2011;2;45-54;52;13
B700;2011;2;45-54;53;9
B700;2011;2;45-54;63;14
B700;2011;2;45-54;64;19
B700;2011;2;45-54;71;6
B700;2011;2;45-54;72;12
B700;2011;2;45-54;80;27
B700;2011;2;55-64;10;17
B700;2011;2;55-64;20;23
B700;2011;2;55-64;31;16
B700;2011;2;55-64;32;14
B700;2011;2;55-64;41;12
B700;2011;2;55-64;42;19
B700;2011;2;55-64;51;8
B700;2011;2;55-64;52;16
B700;2011;2;55-64;53;7
B700;2011;2;55-64;63;8
B700;2011;2;55-64;64;20
B700;2011;2;55-64;71;10
B700;2011;2;55-64;72;8
B700;2011;2;55-64;80;33
B700;2011;2;65-74;10;12
B700;2011;2;65-74;20;15
B700;2011;2;65-74;31;13
B700;2011;2;65-74;32;11
B700;2011;2;65-74;41;4
B700;2011;2;65-74;42;6
B700;2011;2;65-74;51;6
B700;2011;2;65-74;52;5
B700;2011;2;65-74;53;6
B700;2011;2;65-74;63;10
B700;2011;2;65-74;64;20
B700;2011;2;65-74;71;5
B700;2011;2;65-74;72;6
B700;2011;2;65-74;80;24
B700;2011;2;75+;10;7
B700;2011;2;75+;20;3
B700;2011;2;75+;31;3
B700;2011;2;75+;32;2
B700;2011;2;75+;41;3
B700;2011;2;75+;42;1
B700;2011;2;75+;51;2
B700;2011;2;75+;52;3
B700;2011;2;75+;53;4
B700;2011;2;75+;63;1
B700;2011;2;75+;64;8
B700;2011;2;75+;71;3
B700;2011;2;75+;72;5
B700;2011;2;75+;80;10
B801;2007;1;15-34;10;25
B801;2007;1;15-34;20;57
B801;2007;1;15-34;31;15
B801;2007;1;15-34;32;35
B801;2007;1;15-34;41;16
B801;2007;1;15-34;42;59
B801;2007;1;15-34;51;26
B801;2007;1;15-34;52;19
B801;2007;1;15-34;53;23
B801;2007;1;15-34;63;28
B801;2007;1;15-34;64;43
B801;2007;1;15-34;71;30
B801;2007;1;15-34;72;48
B801;2007;1;15-34;80;55
B801;2007;1;35-44;10;37
B801;2007;1;35-44;20;68
B801;2007;1;35-44;31;44
B801;2007;1;35-44;32;34
B801;2007;1;35-44;41;19
B801;2007;1;35-44;42;76
B801;2007;1;35-44;51;33
B801;2007;1;35-44;52;28
B801;2007;1;35-44;53;24
B801;2007;1;35-44;63;29
B801;2007;1;35-44;64;76
B801;2007;1;35-44;71;19
B801;2007;1;35-44;72;44
B801;2007;1;35-44;80;64
B801;2007;1;45-54;10;74
B801;2007;1;45-54;20;113
B801;2007;1;45-54;31;100
B801;2007;1;45-54;32;90
B801;2007;1;45-54;41;50
B801;2007;1;45-54;42;135
B801;2007;1;45-54;51;78
B801;2007;1;45-54;52;64
B801;2007;1;45-54;53;66
B801;2007;1;45-54;63;58
B801;2007;1;45-54;64;124
B801;2007;1;45-54;71;52
B801;2007;1;45-54;72;91
B801;2007;1;45-54;80;159
B801;2007;1;55-64;10;86
B801;2007;1;55-64;20;153
B801;2007;1;55-64;31;119
B801;2007;1;55-64;32;114
B801;2007;1;55-64;41;60
B801;2007;1;55-64;42;185
B801;2007;1;55-64;51;103
B801;2007;1;55-64;52;87
B801;2007;1;55-64;53;96
B801;2007;1;55-64;63;82
B801;2007;1;55-64;64;155
B801;2007;1;55-64;71;64
B801;2007;1;55-64;72;100
B801;2007;1;55-64;80;214
B801;2007;1;65-74;10;50
B801;2007;1;65-74;20;104
B801;2007;1;65-74;31;73
B801;2007;1;65-74;32;97
B801;2007;1;65-74;41;23
B801;2007;1;65-74;42;107
B801;2007;1;65-74;51;61
B801;2007;1;65-74;52;51
B801;2007;1;65-74;53;60
B801;2007;1;65-74;63;71
B801;2007;1;65-74;64;131
B801;2007;1;65-74;71;36
B801;2007;1;65-74;72;78
B801;2007;1;65-74;80;142
B801;2007;1;75+;10;73
B801;2007;1;75+;20;85
B801;2007;1;75+;31;57
B801;2007;1;75+;32;97
B801;2007;1;75+;41;30
B801;2007;1;75+;42;117
B801;2007;1;75+;51;65
B801;2007;1;75+;52;47
B801;2007;1;75+;53;63
B801;2007;1;75+;63;67
B801;2007;1;75+;64;132
B801;2007;1;75+;71;49
B801;2007;1;75+;72;77
B801;2007;1;75+;80;99
B801;2007;2;15-34;10;18
B801;2007;2;15-34;20;20
B801;2007;2;15-34;31;6
B801;2007;2;15-34;32;13
B801;2007;2;15-34;41;7
B801;2007;2;15-34;42;43
B801;2007;2;15-34;51;13
B801;2007;2;15-34;52;9
B801;2007;2;15-34;53;5
B801;2007;2;15-34;63;24
B801;2007;2;15-34;64;18
B801;2007;2;15-34;71;19
B801;2007;2;15-34;72;21
B801;2007;2;15-34;80;38
B801;2007;2;35-44;10;11
B801;2007;2;35-44;20;35
B801;2007;2;35-44;31;12
B801;2007;2;35-44;32;22
B801;2007;2;35-44;41;7
B801;2007;2;35-44;42;37
B801;2007;2;35-44;51;7
B801;2007;2;35-44;52;12
B801;2007;2;35-44;53;9
B801;2007;2;35-44;63;16
B801;2007;2;35-44;64;23
B801;2007;2;35-44;71;7
B801;2007;2;35-44;72;19
B801;2007;2;35-44;80;30
B801;2007;2;45-54;10;46
B801;2007;2;45-54;20;86
B801;2007;2;45-54;31;66
B801;2007;2;45-54;32;56
B801;2007;2;45-54;41;45
B801;2007;2;45-54;42;103
B801;2007;2;45-54;51;29
B801;2007;2;45-54;52;36
B801;2007;2;45-54;53;37
B801;2007;2;45-54;63;42
B801;2007;2;45-54;64;72
B801;2007;2;45-54;71;26
B801;2007;2;45-54;72;54
B801;2007;2;45-54;80;98
B801;2007;2;55-64;10;120
B801;2007;2;55-64;20;154
B801;2007;2;55-64;31;126
B801;2007;2;55-64;32;107
B801;2007;2;55-64;41;50
B801;2007;2;55-64;42;177
B801;2007;2;55-64;51;88
B801;2007;2;55-64;52;67
B801;2007;2;55-64;53;91
B801;2007;2;55-64;63;71
B801;2007;2;55-64;64;138
B801;2007;2;55-64;71;63
B801;2007;2;55-64;72;112
B801;2007;2;55-64;80;209
B801;2007;2;65-74;10;104
B801;2007;2;65-74;20;141
B801;2007;2;65-74;31;113
B801;2007;2;65-74;32;117
B801;2007;2;65-74;41;42
B801;2007;2;65-74;42;162
B801;2007;2;65-74;51;73
B801;2007;2;65-74;52;79
B801;2007;2;65-74;53;83
B801;2007;2;65-74;63;66
B801;2007;2;65-74;64;179
B801;2007;2;65-74;71;70
B801;2007;2;65-74;72;159
B801;2007;2;65-74;80;219
B801;2007;2;75+;10;169
B801;2007;2;75+;20;212
B801;2007;2;75+;31;129
B801;2007;2;75+;32;149
B801;2007;2;75+;41;57
B801;2007;2;75+;42;214
B801;2007;2;75+;51;102
B801;2007;2;75+;52;101
B801;2007;2;75+;53;93
B801;2007;2;75+;63;85
B801;2007;2;75+;64;249
B801;2007;2;75+;71;97
B801;2007;2;75+;72;203
B801;2007;2;75+;80;269
B801;2008;1;15-34;10;22
B801;2008;1;15-34;20;47
B801;2008;1;15-34;31;18
B801;2008;1;15-34;32;31
B801;2008;1;15-34;41;8
B801;2008;1;15-34;42;55
B801;2008;1;15-34;51;24
B801;2008;1;15-34;52;22
B801;2008;1;15-34;53;21
B801;2008;1;15-34;63;27
B801;2008;1;15-34;64;38
B801;2008;1;15-34;71;17
B801;2008;1;15-34;72;33
B801;2008;1;15-34;80;49
B801;2008;1;35-44;10;31
B801;2008;1;35-44;20;50
B801;2008;1;35-44;31;41
B801;2008;1;35-44;32;31
B801;2008;1;35-44;41;18
B801;2008;1;35-44;42;62
B801;2008;1;35-44;51;37
B801;2008;1;35-44;52;29
B801;2008;1;35-44;53;25
B801;2008;1;35-44;63;38
B801;2008;1;35-44;64;45
B801;2008;1;35-44;71;25
B801;2008;1;35-44;72;43
B801;2008;1;35-44;80;65
B801;2008;1;45-54;10;70
B801;2008;1;45-54;20;93
B801;2008;1;45-54;31;51
B801;2008;1;45-54;32;78
B801;2008;1;45-54;41;40
B801;2008;1;45-54;42;121
B801;2008;1;45-54;51;75
B801;2008;1;45-54;52;72
B801;2008;1;45-54;53;68
B801;2008;1;45-54;63;70
B801;2008;1;45-54;64;121
B801;2008;1;45-54;71;60
B801;2008;1;45-54;72;65
B801;2008;1;45-54;80;123
B801;2008;1;55-64;10;87
B801;2008;1;55-64;20;145
B801;2008;1;55-64;31;107
B801;2008;1;55-64;32;120
B801;2008;1;55-64;41;44
B801;2008;1;55-64;42;149
B801;2008;1;55-64;51;121
B801;2008;1;55-64;52;77
B801;2008;1;55-64;53;84
B801;2008;1;55-64;63;75
B801;2008;1;55-64;64;158
B801;2008;1;55-64;71;57
B801;2008;1;55-64;72;132
B801;2008;1;55-64;80;147
B801;2008;1;65-74;10;59
B801;2008;1;65-74;20;105
B801;2008;1;65-74;31;60
B801;2008;1;65-74;32;90
B801;2008;1;65-74;41;21
B801;2008;1;65-74;42;83
B801;2008;1;65-74;51;64
B801;2008;1;65-74;52;44
B801;2008;1;65-74;53;58
B801;2008;1;65-74;63;74
B801;2008;1;65-74;64;106
B801;2008;1;65-74;71;47
B801;2008;1;65-74;72;96
B801;2008;1;65-74;80;120
B801;2008;1;75+;10;73
B801;2008;1;75+;20;76
B801;2008;1;75+;31;65
B801;2008;1;75+;32;83
B801;2008;1;75+;41;25
B801;2008;1;75+;42;77
B801;2008;1;75+;51;42
B801;2008;1;75+;52;62
B801;2008;1;75+;53;57
B801;2008;1;75+;63;61
B801;2008;1;75+;64;114
B801;2008;1;75+;71;49
B801;2008;1;75+;72;95
B801;2008;1;75+;80;71
B801;2008;2;15-34;10;13
B801;2008;2;15-34;20;18
B801;2008;2;15-34;31;14
B801;2008;2;15-34;32;17
B801;2008;2;15-34;41;10
B801;2008;2;15-34;42;34
B801;2008;2;15-34;51;12
B801;2008;2;15-34;52;19
B801;2008;2;15-34;53;5
B801;2008;2;15-34;63;12
B801;2008;2;15-34;64;20
B801;2008;2;15-34;71;15
B801;2008;2;15-34;72;21
B801;2008;2;15-34;80;22
B801;2008;2;35-44;10;17
B801;2008;2;35-44;20;19
B801;2008;2;35-44;31;9
B801;2008;2;35-44;32;23
B801;2008;2;35-44;41;6
B801;2008;2;35-44;42;23
B801;2008;2;35-44;51;17
B801;2008;2;35-44;52;10
B801;2008;2;35-44;53;13
B801;2008;2;35-44;63;10
B801;2008;2;35-44;64;15
B801;2008;2;35-44;71;12
B801;2008;2;35-44;72;25
B801;2008;2;35-44;80;29
B801;2008;2;45-54;10;52
B801;2008;2;45-54;20;82
B801;2008;2;45-54;31;45
B801;2008;2;45-54;32;43
B801;2008;2;45-54;41;25
B801;2008;2;45-54;42;66
B801;2008;2;45-54;51;43
B801;2008;2;45-54;52;30
B801;2008;2;45-54;53;36
B801;2008;2;45-54;63;44
B801;2008;2;45-54;64;72
